winery,latitude,longitude
Domaine du Moulin Berger,46.249815,4.74942
Meerlust,-34.0170159,18.7571449
Valle,-2.937903,-78.966217
Black Pearl,38.6324211,-90.2117557
Diamond River,44.8756064,-71.0503524
Enjoie,42.0917503,-76.0812322
Gracia de Chile,-33.4139148,-70.5983953
Recoletas,41.6510791,-4.7273483
Viña Costeira,42.305462,-8.119258
Pueblo del Sol,33.4891891,-112.14209
Brüder Dr. Becker,49.81779,8.34319
Caves Cooperatives de Donnas,45.6032481,7.7729621
Edetària,41.0746186,0.4297315
Weingut Georg Albrecht Schneider,49.8708395,8.3397628
Peter Zemmer,46.2674597,11.2244744
Terre de Vignerons,44.7409011,0.1550884
Château Les Bertrands,40.7357515,-73.8937374
Salton,33.3286185,-115.8434122
Château Marot,44.7375946,0.0018815
Gray Ghost,38.6779364,-78.003963
Junta,41.3094236,-72.8939115
Salvestrin,38.496065,-122.46058
Horton,36.1840136,-95.8998325
Marichal,29.6583213,-82.3892446
Luce della Vite,40.825902,-73.500965
Baiting Hollow Farm Vineyard,40.9575244,-72.7561656
Château de la Grenière,44.9825861,-0.0971945
Cà dei Frati,45.454773,10.61662
Chacewater,38.9823669,-122.8344233
Château de Berne,43.5199964,6.3364181
Château Minuty,43.242938,6.5953799
Château Roubine,43.4948408,6.4102312
Clos LaChance,37.0728894,-121.6432703
Fabre Montmayou,-33.0347975,-68.921787
Wieninger,48.3023867,16.409877
Ancient Peaks,35.389063,-120.613002
Château Saint-Maur,43.2603823,6.5149963
Chêne,45.5636968,-73.9758837
Citari,45.4217681,10.6060224
Den Hoed,46.2717923,-119.270473
Feudo Arancio,37.6528056,13.0170393
Feudo Disisa,43.6598137,-79.4818261
Feudo Monaci,40.0767646,18.1124801
Flam,60.8607716,7.1117849
Ara,30.4016572,-97.7429434
Bazelet HaGolan,33.0264121,35.6979854
Belhurst,42.8392709,-76.9752306
Convento San Francisco,28.6406284,-106.07233
Domaine Chasselay,45.88534,4.632014
Lujon,33.8719946,-117.9240252
Mahoney,41.0252917,-96.3139126
Swirl,37.8965093,-122.5355873
Altozano,19.6597652,-101.1630718
Baron Philippe de Rothschild,38.4414865,-122.3996322
Bodega NQN,-38.5493559,-68.4134337
Bowtie,37.6656681,-97.3796526
Château de Lugagnac,44.1932881,3.1112058
Don Olegario,42.538868,-8.794705
Cortenova,46.0000625,9.3823473
Pasqua,33.1409509,-86.7527643
San Huberto,27.9247765,-110.7709942
Deep Sea,34.4099896,-119.6855695
Des Voigne Cellars,47.763781,-122.150696
Collegiale des Domaines de Loire,47.1204496,-0.2222185
Bougrier,47.3108429,1.1211049
Cavazza,41.8225733,-71.4097119
Baldi,40.0916912,-75.0526157
Roos Family,37.7459822,-97.3635448
Mancan,40.818488,-81.390466
Art of Earth,36.1548595,-94.1980639
Albert Besombes,47.2624744,-0.0995096
Les Vignerons du Pallet,47.1521529,-1.3423394
La Zorra,32.1333333,-116.75
Black Hills,43.9939484,-103.7717686
Hillinger,47.9638209,16.7824909
Lagler,39.7756039,-104.8404328
Painted Rock,33.0228792,-113.0495987
Mantlerhof,48.4294818,15.6977356
Burbank Ranch,36.6950404,-96.7319763
Church & State,37.09024,-95.712891
Corvus,39.684904,-104.987262
Vinha Paz,40.596183,-7.9314364
Podere Sapaio,43.1692157,10.5804123
Quinta do Quetzal,38.2243154,-7.8268937
Brogan,36.363873,-95.8265598
Grattamacco,43.186405,10.627948
Cola,39.1842224,-76.8518709
Fattoria di Grignano,43.8056805,11.4596206
Dr. Pauly Bergweiler,49.91455,7.07517
Veuve Clicquot Ponsardin,42.4453306,-82.90687
Villa,37.2169135,-95.7002339
Dezzani,37.605535,-121.010157
Cantina Terre del Barolo,44.6455796,7.9759157
Castillo's Hillside Shire,37.1534993,-121.6230063
Château La Greffière,46.355811,4.728314
Domaine de Cabriac,43.184172,2.6177462
J.R. Dill,42.472136,-76.867775
San Silvestro,33.0467961,-96.8287243
Pelissero,44.699578,8.0955994
Peter Lehmann,32.7346133,-97.113689
Selene,39.7258389,-104.8096963
Stephen & Walker,37.0359183,-95.644049
Roagna,44.7854796,8.074048
Gianni Gagliardo,44.651009,7.958618
Burmester,40.693528,-112.455993
Cottini,37.450739,-122.186999
Lafage,43.174142,1.862844
Domaine Calvet-Thunevin,42.809936,2.600715
Monte dall'Ora,45.5055737,10.9021242
Andresen,37.8165858,-88.9262641
Rivera,36.088193,-95.8723026
Skoff,41.6532334,-88.0990055
St. Hubertus,39.5199406,-119.8146394
Borjón,38.5267638,-120.8132296
Canvasback,42.1006987,-87.7689703
Château Haut-Monplaisir,44.482059,1.0665338
Domaine du Fief aux Dames,47.1327919,-1.3541639
Domenico Clerico,40.7437362,-73.9913314
Cantine Paolo Leo,40.457213,17.923526
Cave de Hunawihr,48.1806639,7.3129547
Continuum,36.0624072,-95.9740506
Domaine Eden,37.26506,-122.079687
Raccaro,45.967809,13.464104
Windrun,30.0486275,-89.9601078
Sedosa,32.974754,-96.715201
Caves Bonifacio,39.074014,-9.163117
Cheval Quancard,44.9145632,-0.4896164
Elephant Seven,46.064312,-118.3405668
Bodkin,17.7513619,-64.8415347
Altamira,43.377452,-4.122347
Il Pollenza,43.2338775,13.3398898
Barros,32.3541004,-111.0903599
Carr,34.422546,-119.6875745
Domaine de Nalys,44.067734,4.8499934
Château de la Jaubertie,44.7749657,0.5195064
Apátsági,40.7437362,-73.9913314
Bryn Mawr Vineyards,45.0440058,-123.1537
Casa Agricola Alexandre Relvas,38.6406317,-7.7405495
Col dei Venti,44.74325,8.193936
Delgado,30.2379649,-89.7664125
Dois Irmãos,-22.9513889,-43.3997222
Tenuta Santo Pietro,43.1052462,11.7141026
Weingut Stadt Lahr,48.34318,7.85042
Windsor Oaks,41.126965,-85.017354
Château les Reuilles,44.743319,0.182948
Vincent Lataste,44.637411,-0.3003
Marcato,37.7952508,-122.3961077
Il Molino di Grace,43.522774,11.3062513
Iris Vineyards,43.8831255,-123.2571837
La Castellina,43.468945,11.286052
Domaine Chiroulet,43.992693,0.286141
Trig Point,39.5765059,-104.8618572
Tyler Florence,37.6171525,-122.3824143
R. Stuart & Co.,45.2115353,-123.1903711
L'Oliveto,36.0340404,-95.8870795
Martha's Wines,42.967469,-85.6543694
Palmer & Co,37.09024,-95.712891
Rocca di Castagnoli,43.4433588,11.4518229
Silver Mountain,47.540718,-116.133171
Alchemist,36.0616051,-95.8854661
Maison Basque,43.6556204,-79.487178
Saxenburg Estate,-33.94674,18.71879
Buffalo Ridge,36.5765757,-93.1937248
Michel Lynch,26.2719844,-80.2496001
Mont Tauch,42.895278,2.663056
Dolce,36.146457,-95.987162
Almaviva,43.677573,-79.3527601
Chalone Vineyard,36.4701378,-121.2298315
Crocedimezzo,43.0390171,11.5038218
Domaine Maestracci,42.5711052,8.9178355
Gimenez Mendez,-34.5312167,-56.2834243
Anew,47.4738281,-122.223872
Bolla,41.0999144,-74.1654876
Tom Gore,37.809377,-121.9903646
Yves Leccia,42.6680141,9.3460127
786 Wines,38.7634398,-76.0612779
Black Cottage,30.761483,-98.4592982
Irwin Family Vineyards,39.1589495,-121.7635765
Cloudlift Cellars,47.5536283,-122.3305066
Clos d'Audhuy,44.486256,1.078676
Co Dinn,46.3211401,-120.014072
Domaine Guy & Yan Dufouleur,47.209624,-72.893145
Donatella Cinelli Colombini,43.1817,11.65369
K Cellars,46.085577,-118.250376
Kössler,38.9603747,-77.3696327
La Mannella,43.065972,11.477086
Le Mandolare,45.4006589,11.5252939
Orbelus,41.6209029,23.5503915
Schloss Saarstein,49.584372,6.5725012
Thomas Schmitt,40.119663,-80.699439
Otero Ramos,40.8320621,-75.3064148
Tirapelle Nicola,45.4609514,11.3220954
Vitevis,45.4960304,11.4285151
San Juan Vineyards,48.5665846,-123.0620007
Vila,43.0679572,-89.3929772
Bodegas Escorihuela,-32.9125815,-68.8429539
Fanucchi,36.7383219,-119.791926
Chateau Morrisette,36.793824,-80.3954679
Yellow Hawk Cellar,38.7209101,-82.9582284
Campo Eliseo,31.7069364,-106.389661
Cepa 21,32.571982,-89.3358505
Domaine Chanson,47.0268843,4.8373508
Domaine Rossignol-Trapet,47.226905,4.980851
Nicolas Gaudry,47.3208339,2.9127439
Scroll,36.9630925,-92.6620469
Silvano Bolmida,44.601856,7.966322
Stefania Mezzetti,43.2113735,12.0087267
Fontana,34.0922335,-117.435048
French Creek,40.2147751,-75.7894721
Giannoni Fabbri,43.257484,11.9991748
Musso,34.1018304,-118.3354084
Musset-Roullier,47.3692796,-0.8547893
Torraccia del Piantavigna,45.6082172,8.4114822
Horse & Plow,37.09024,-95.712891
Cormòns,45.9603147,13.4694723
Domaine de Jarras,43.531033,4.1791159
Domaine Grosbois,41.8470999,-87.6751333
El Pensador,48.8556147,2.3155417
Harmonique,44.9706598,-93.3748971
Helwig,38.5310523,-120.8117902
Herdade dos Coelheiros,38.7299804,-7.8795966
Jacob Williams,45.6637229,-121.0353404
Kramer,36.1422146,-95.9926454
Apsara,41.802074,-71.4254695
Arínzano,42.6308756,-1.9931955
Bertrand-Delespierre,49.1715937,3.952528
Castel Boglione,44.7222754,8.380693
Castello Bonomi,45.5716135,9.9677966
Chassenay d'Arce,48.1063674,4.4457025
Château Jean Faux,44.8150889,0.0117695
Château Jussas,45.283194,-0.3439999
Château Les Martins,37.0786898,-92.9242925
Château Rocher Bellevue,47.6101497,-122.2015159
Mollie,37.7606357,-122.4363654
Nittnaus Anita und Hans,47.8971737,16.911359
Heribert Bayer,47.5905563,16.5714594
Weszeli,48.4711413,15.6632291
Franz Hirtzberger,48.3668619,15.417839
Anko,34.0669833,-118.3087526
Bodegas Tintoralba,38.9611266,-1.444224
Château de Ricaud,44.640361,-0.2791691
Château le Noble,44.853446,-0.316429
Seven Daughters,28.365247,-81.415705
Raimat,41.6779778,0.4783674
The Loyal Companion,32.2493705,-110.8910558
Château de Lavagnac,43.5091684,3.4747374
Barons V,46.0671471,-118.339916
Cantina di Venosa,40.958728,15.800753
Celler Arché Pagès,42.3746669,2.923919
Château Bel Air Perponcher,44.8882451,-0.1607374
Château Clos de Sarpe,44.8976541,-0.1354626
Château du Domaine de l'Eglise,44.9347466,-0.1997125
Château Fombrauge,44.8969039,-0.1130223
Château Malbec,47.7298044,-122.1493133
Château Reverdi,33.444166,-84.608286
Donnachiara,40.9556347,14.8781015
Château Bois Malot,44.9452403,-0.455326
Château de Rayne Vigneau,44.5483634,-0.345804
Dobbes Family Estate,45.2795302,-123.0078417
Fortress,36.3218603,-95.5010767
Garage Wine Co.,-35.8459812,-71.8577291
Jaxon,39.9624259,-75.1429291
Lawer,37.09024,-95.712891
Little Giant,33.3995552,-84.7934373
M2,40.1354605,-88.2000889
Phillips Hill,39.1020383,-123.4910733
Vizar,19.1716711,-98.3019375
Château Saint Esteve d'Uchaux,44.2029548,4.8148066
Chêne Bleu,45.3848961,-73.9721892
Cutruzzola,35.5689897,-121.1030998
Goat Bubbles,34.6426455,-120.4389362
Viña Olabarri,42.5736437,-2.8799636
Ballard Lane,26.652618,-81.816016
BonAnno,36.1162077,-115.1707806
Cà del Vispo,43.4708,11.020335
db Winery,46.2547276,-119.2989596
Domaine A. Machard de Gramont,47.1461761,4.9365798
Domaine Champy,47.024716,4.84085
Domaine Charly Nicolle,47.8151627,3.8683882
Fattoria Mantellassi,42.61717,11.329799
Dog Point,37.903394,-122.3195253
Weibel Family,38.1346519,-121.2738772
Mission Estate,31.7011236,-106.276487
Rampa di Fugnano,43.4716993,11.012465
Morovino,35.1793083,-120.7343278
Motta,45.53624,-73.613352
Poggiotondo,43.758872,10.834112
Viña Tabalí,44.0516563,-121.3144263
Domaine Thomas & Fils,47.3576641,2.8128815
Bennett Lane,38.5999171,-122.6152112
Casa Cadaval,39.1078281,-8.7122821
Cullen,30.920303,-95.302834
Enrique Mendoza,34.1703846,-118.5899359
Ermisch,42.3182906,-85.1817366
Fig,32.7823508,-79.9315748
Madorom,38.3401543,-122.2819456
Domaine des Rochelles,47.3999948,-0.4616553
Costaruél,45.901395,12.334015
Dal Din,45.8622159,12.0335129
Municipal Winemakers,34.413882,-119.68863
DeWaal,40.8942288,-111.9023417
Fattoria di Basciano,43.8202845,11.4848817
Simple Math Cellars,38.4417501,-122.706954
Viniterra,37.5307658,-77.0748806
Poderi Aldo Conterno,44.6102525,7.9651818
Luigi Baudana,44.6253951,7.9957991
Murray Street,40.7154195,-74.0125529
JCR,32.8278678,-96.8425305
N. Kendall Wines,41.89897,-87.6487304
Prodigal,35.4783003,-97.5137259
Signal Ridge,32.8864498,-96.4782616
Amor Fati,39.2950824,-76.6224184
Casa Smith,31.7687219,-106.4819115
Clunia,41.7865294,-3.3663273
Domaine de Roche-Guillon,46.202106,4.693858
Domaine Rossignol-Février Père et Fils,47.0021086,4.7805775
Vetrère,40.5360847,17.361923
Hacienda La Lomita,32.017103,-116.663619
Tenuta Villa Tavernago,44.9912304,9.5001417
Cantine Ceci,44.920807,10.3254011
CK Mondavi,38.5188794,-122.4813969
Philip Carter,38.8562409,-77.9915955
Bodega El Transito,-26.073997,-65.973747
Cà Montanari,44.4807382,10.9278058
Canti,33.7780205,-84.4084869
Spellbound,34.09081,-118.28405
Signano,43.466177,11.029635
Vins Descombe,46.0689025,4.6489345
A Blooming Hill Vineyard,45.4833149,-123.0736655
Casa de Cambres,41.1302689,-7.7963555
Director's Cut,33.556003,-117.685182
Schwarz Wine Company,-34.5403177,138.9617186
Vellum,32.7836148,-96.7801654
Cremaschi Furlotti,43.0890613,-77.6070903
Furthermore,38.4424478,-122.8604191
Harney Lane,38.1017958,-121.1577167
Forget-Brimont,49.1503379,4.095965
Manzone,37.8787748,-122.1811657
Narrow Gate,35.7534019,-87.2553209
Nico,37.7519973,-97.3339972
Russo,36.0328805,-95.9215491
Saini,39.21138,-76.8854726
Six Sigma Ranch,38.8624391,-122.5633597
Ten Acre,42.2877506,-71.2864867
Amelle,39.836707,-84.412191
Blue Plate,33.2376686,-87.5627436
Tenuta La Badiola,42.7924968,10.971908
Domaine du Moulin,45.32781,-72.4296829
Frieden-Berg,37.7008859,-89.7939947
Vignerons de Buzet,44.2497415,0.3072257
Marques de Tomares,42.4617959,-2.5717168
Parés Baltà,41.369493,1.6558517
Laudun Chusclan,44.148989,4.682918
Michel Picard,45.5288739,-73.3435728
Rippey,41.9338725,-94.2013503
Vasco Urbano,37.6764637,-121.7192758
Lusovini,40.5364658,-7.8547552
Sepp Moser,48.4244337,15.658802
Stellina,42.366169,-71.1855
Altaïr,29.7589867,-95.3652497
Baron Knyphausen,50.022099,8.105135
SassodiSole,43.094022,11.567862
Tenuta Il Poggione,42.9852192,11.4591833
Thistle,37.0256817,-95.9736712
Kendric,37.82731,-122.374552
Montecastro,-34.620674,-58.5058262
Innocenti,46.2982481,-72.6637654
La Colombina,45.443801,12.329153
Neo,36.8777355,-94.8650696
Patit Creek Cellars,47.7306406,-122.1392966
Robert Pepi,42.3143608,-71.4067739
Vaeni,40.6747001,22.1226729
Peacock Cellars,35.076631,-120.53272
R8,37.6620789,-94.2905159
Relic,41.666725,-72.8674351
Skouras,34.0188406,-118.4993872
Fonterenza,43.0025718,11.4534891
Herdade dos Templários,39.595908,-8.368189
Martinborough Vineyard,-41.2110025,175.4613314
Toretti's,34.666152,-120.1140036
Tselepos,37.429376,22.489743
Il Fitto,43.192357,11.8695581
Joel Gott,38.5038964,-122.4717413
Marcarini,44.6389005,7.9345675
Mirus,29.77761,-95.5433023
Neethlingshof,-33.9500706,18.8031562
Newhouse Family,26.626863,-80.114307
Caricature,39.0830417,-94.5827967
Chandler Reach,46.262324,-119.514365
Château de Farel,43.8445229,4.5865056
Raeburn,35.0463179,-80.8087885
Reign,37.5335275,-95.8291281
Robert Ramsay,47.6344716,-122.3573805
Smith & Hook,37.09024,-95.712891
Boschendal,-33.878112,18.973679
Vortex,37.693459,-97.304318
Wind Rose,30.0592154,-95.5134458
Gremillet,45.3929204,-73.515951
Protea,33.3198565,-111.8742787
Amalia,36.941968,-105.4544519
Avelina,39.7516944,-104.9991737
Blacksmith,36.374105,-95.469533
C.G. di Arie,38.5677767,-120.7721245
Cantina Caorsa,45.5459377,10.7751829
Casa de la Cruz,32.3127487,-111.0099941
CC,37.1947118,-95.7193149
Zonte's Footstep,-35.2139178,138.5944998
Mähler-Besse,44.8551901,-0.5756087
Medrano,32.8728061,-96.8763672
Red Knot,36.651915,-76.227625
Maggio Vini,36.960977,14.523636
The Crusher,41.882373,-88.218172
Vazart Coquart & Fils,49.026025,4.01102
Voyager Estate,40.224762,-79.782642
Enos Vineyard,38.3803052,-122.8017599
Tenuta Monte Gorna,37.6542067,15.0761385
Di Arie,38.5677767,-120.7721245
Domaine des Tilleuls,45.516181,-73.340082
Domaine Fouassier,47.328079,2.8308463
Domaine Vacheron,40.7629516,-73.9692965
Lornano,43.3976923,11.2695613
Losi Querciavalle,43.3645437,11.3640516
Westwood,36.3079506,-95.6415642
Remelluri,40.7147337,-74.010069
Bodega Margot,-33.468116,-69.134973
Bodegas Ontañón,42.4599619,-2.4088639
Château de Fontenille,44.762395,-0.326489
Château du Taillan,44.906508,-0.661007
A-Mano,37.776913,-122.4239543
Bodegas El Porvenir De Los Andes,-26.069721,-65.9742245
Château l'Escart,44.9167345,-0.4546234
Olsen Estates,32.2440682,-110.9089637
Château Trottevieille,44.8947693,-0.145056
Principe Corsini Fattoria Le Corti,43.6498407,11.1956344
Herdade da Comporta,38.3811903,-8.7902216
Casal do Conde,39.1688073,-8.7665562
Elkhorn Ridge,44.4697675,-103.7349353
Félix Rocha,25.6684825,-100.3528293
Finca Nueva,32.3040638,-90.2490173
Vignobles Sarrail,43.1770662,2.367461
Xavier Flouret,40.7613801,-73.9693636
O'Brien,37.3551606,-95.2584029
Peterson,37.694808,-97.454532
Scharffenberger,39.0669903,-123.4414763
Cesari,45.4896207,11.2401497
De Venoge,41.521487,-74.8397473
Delamotte,37.194159,-93.2629989
Girolamo Russo,37.872783,15.0360416
Philipponnat,37.6691403,-122.1007441
Tenuta Santa Maria alla Pieve,40.7437362,-73.9913314
Toquade,45.7315301,-75.0569734
Bodegas Corral,42.432249,-2.55196
Yates Family Vineyard,38.3401502,-122.4098602
Francone,29.9327218,-95.5660212
Gitton Père et Fils,47.3154701,2.8500728
Lusso Della Terra,35.7335973,-120.6055263
Keswick Vineyards,38.0750565,-78.2893545
Narmada,38.6916386,-78.0244613
Hawkstone,40.5422625,-104.7014215
Andrew Murray,34.724787,-120.134184
Butterfield Station,32.2267605,-108.0866708
Rock Wren,33.3114679,-111.9843198
Hoyt Family Vineyards,35.6282229,-120.6900985
Scrapbook,37.2231362,-95.7068791
Michael Florentino,47.7690162,-122.1477646
Arrow Creek,39.4117633,-119.8101222
Bodegas Escudero,28.6492081,-106.0766717
Sada,44.5640244,-123.2590009
Shadowbox,40.7402971,-73.9929451
Momo,40.70512,-73.933463
Upland Estates,29.7895149,-95.5770448
Zynthesis,38.4357927,-122.8701654
Montezuma,39.9161766,-77.6554273
Poggio alle Querce,43.5498378,10.3109059
Alderbrook,47.3473964,-123.0675384
Quasar,34.035256,-118.223646
SJ Montigny,49.875573,7.884765
Tenuta Roveglia,42.7070513,-73.8257323
Timothy Malone,32.792437,-96.779423
C R Graybehl,38.2598449,-122.4367049
Château Toutigeac,39.9673566,-74.9857671
Draxton,38.6294191,-122.8771774
Mike and Molly Hendry,38.3195786,-122.3440621
Mission Hill,42.329617,-71.1062302
Robert John,36.1354035,-95.9667749
SoDo,47.5829755,-122.3348036
Love That Red,47.76953,-122.1508
Terra Bella,35.9624529,-119.0442687
Campogiovanni,42.992812,11.4385798
Contino,37.09024,-95.712891
Denis Jamain,47.0801536,2.0427297
Domaine Philippe Raimbault,47.3644514,2.803186
Domaine Trouillet,46.2911261,4.7446546
Domaine Vincent Pinard,47.3077412,2.7936258
Emile Balland,40.3506884,-74.6627631
Empire Estate,38.9519957,-94.6334129
Francis Blanchet,47.2881988,2.9698997
Zepaltas,38.4751349,-122.73559
Brooklyn Winery,40.7172725,-73.9551066
Casa Sola,43.526343,11.210775
Q,37.363107,-96.296761
Hans Fahden,38.5599267,-122.6302591
Château d'Arcins,45.072516,-0.724743
Punk Dog,38.2592083,-122.2745463
Tenuta Santavenere,43.0862204,11.7606081
Tessier Winery,38.4933994,-122.8302409
Timothy Moore,35.3759012,-97.5728151
Winenot,42.759178,-71.464797
Castellaccia,42.92303,11.0262809
Château la Tour de l'Evêque,43.2231541,6.1175502
Domaine Jacourette,43.4925831,5.7227273
Estandon,43.4007427,6.0533115
Excelsior,42.7054344,-73.8629487
Weather,36.1492435,-95.8620841
Paddy Borthwick,-41.0409374,175.644439
Richmond Plains,-41.332925,173.161236
Varner,37.7189032,-98.0364472
Schweiger,38.9762351,-94.5767501
Alban,39.3379907,-76.4763194
Château Faugères,44.8790495,-0.0795272
Château Langoa Barton,40.7684892,-73.9589049
Giaconda,32.3344736,-110.9756716
Château Labégorce Margaux,45.0515365,-0.688657
Château Brane-Cantenac,45.0241356,-0.6746811
Steele,36.750671,-95.938194
Henry of Pelham,43.108796,-79.2957791
Lake Sonoma,38.759642,-123.0915605
Villa Mt. Eden,37.26506,-122.079687
Storybook Mountain,38.6021968,-122.6388055
Neil Ellis,44.1733877,-77.3808871
Colio,42.0405297,-82.9160801
Waterford,52.2593197,-7.1100702
Meander,38.3491778,-78.1191283
Gianfranco Alessandria,44.583677,7.9546186
Honig,38.472837,-122.407193
Krug,43.4564609,-80.4925561
Bruno Rocca,44.7146824,8.0846876
Luigi Pira,40.7437362,-73.9913314
Orlando Abrigo,44.663166,8.099337
Josmeyer,48.0740772,7.2855265
Kason,39.1321121,-94.5818866
M. Autumn,43.6185905,-116.4306295
Château la Martinette,43.4559123,6.3353166
Château Pas du Cerf,43.1929485,6.2081578
Château Thuerry,43.553944,6.302011
Selvanova,20.6542962,-87.0928318
Tre Anelli,34.6659634,-120.1152412
Domaine de Savagny,46.6886981,5.6674222
Château la Favière,45.0064431,-0.0112941
City Winery Chicago,41.884588,-87.6571111
Claro,34.7023389,-82.4645714
Cave des Producteurs de Vouvray,47.4166843,0.7807713
Château Bel Air la Royère,45.1154215,-0.6187314
Château Bréhat,48.846085,-2.999939
Château Camarsac,44.828449,-0.369749
Rutherford Grove,38.47159,-122.4356324
Sierra Norte,33.8183235,-111.870273
Vignoble de la Jarnoterie,47.2956384,0.1323795
Baron Herzog,34.2053663,-119.13042
