,latitude,longitude
Montpellier,43.610769,3.876716
Marquis de la Tour,49.279582,-123.1301609
Quinta da Maritávora,41.094165,-6.819783999999999
Remy-Pannier,37.7387452,-97.2469637
Road i Red,33.2009008,-94.6822143
Anemoi,43.6378113,-79.78885269999999
Colle Bereto,43.7711556,11.252408
Vignaioli del Morellino di Scansano,42.691557,11.325663
Milliaire,38.137614,-120.461478
Andreola,32.8164092,-96.8397866
Les Frères Couillaud,47.17424260000001,-1.2048835
Nino Franco,45.4065595,-74.03478
Cave du Roi Dagobert,48.5924843,7.4791295
Clay Pigeon,32.7589,-97.35607999999999
DanCin,42.304285,-122.945455
De Toren,-33.9601863,18.752165
Domaine Fernand Engel,48.2194634,7.3633273
Forrest,-35.318056,149.125
Framingham,42.279286,-71.4161565
Henriet-Bazin,49.1359067,4.1991393
Jean de la Fontaine,45.7035431,-73.55381179999999
La Tordera,45.863342,12.051261
Lombard et Cie,49.0437094,3.9467572
Paix Sur Terre,35.5647999,-120.7828605
Paskett,38.160824,-121.1807917
Rioja Vega,25.8002779,-100.408531
Roark Wine Co.,34.611588,-120.200469
Rasa,40.7329711,-73.9976527
Tenuta Montanello,44.6336333,7.972155600000001
Valdez,61.13083330000001,-146.3483334
Vigne Surrau,41.06602590000001,9.437331
Luigi Oddero & Figli,44.6583803,7.9517523
Albino Rocca,44.72156349999999,8.085972
Baxter,36.0631581,-95.7636179
Beauregard,34.6992976,-86.585971
Bodega Renacer,-33.0638243,-68.9059434
Delmas,-26.1403469,28.6786903
John Duval Wines,-34.5250219,138.9586036
Fleur Du Cap,47.6627407,-70.1064298
Tikal,17.2220409,-89.6236995
Kitchen Sink,40.726809,-73.988615
Domaine de Grange Neuve,44.7942466,0.4018271
Ironstone,38.120867,-120.467255
Bodega Las Cañitas,32.6333192,-115.4681959
Valdo,33.798807,-117.8637894
Zorzal,27.5496672,-80.4675859
Adega de Cantanhede,40.3584318,-8.596546199999999
Angeline,39.378333,-74.43524599999999
Indaba,47.664216,-117.433676
Château de Pennautier,43.2437919,2.3177817
Corte Cariano,45.516977,10.874015
Hafner,39.1342,-84.401121
Olivini,38.5600693,-91.0122025
Olson Ogden,41.24525819999999,-112.0213432
Sausal,33.9179656,-118.41617
Stone Paddock,41.8829789,-87.6349716
Blue Cove,35.4202424,-84.6846355
Cairnbrae,-43.6660266,171.6849399
Coniglio,39.7985704,-75.1702998
Fairvalley,34.101713,-117.904635
Silver Lake,34.0869409,-118.2702036
Château Ducru Beaucaillou,45.150911,-0.734644
Domaine de Chevalier,45.9599042,-70.9079977
Le Dôme,43.4739347,-79.6749117
Numanthia,40.020861,-105.26002
Larmandier-Bernier,39.7790104,-105.0595581
Castello Banfi,42.980621,11.400659
Château Bélair-Monange,44.8882451,-0.1607374
Château Haut-Bailly,40.7684892,-73.9589049
Vieux Château Mazerat,44.89326500000001,-0.171504
Villa Spinosa,45.5305599,10.9300769
Pascal Bouchard,47.8162049,3.7833953
Punch,40.7396463,-73.98990909999999
Sleight of Hand,46.004211,-118.380784
Del Dotto,38.4798479,-122.4424674
Domaine Heresztyn,47.2259336,4.9707612
Domaine Vincent Girardin,46.9701337,4.7978282
D.G. Viticultors,41.3883146,1.5687229
Inniskillin,43.2105755,-79.06395789999999
Le Salette,45.5432029,10.883969
Rubinelli Vajol,45.521864,10.896849
Alpha Omega,38.4705541,-122.4289289
Brunelli,39.5553976,-119.7235493
Del Bondio,38.4474636,-122.4181133
Montefrasco,44.2337613,11.0015099
Château Bianca,45.0084325,-123.3889832
Quinta do Romeu,41.5301567,-7.08003
Sonoma Collection,38.4657196,-122.7255996
Bodegas Lozano,39.280635,-2.588611
Pigro,-37.7726345,145.058854
Quara,44.356627,10.5078975
Roncão,38.0724814,-8.647856299999999
Haarth,50.2166536,10.9613646
Hacienda del Carche,38.4813285,-1.177381
Josep Grau Viticultor,41.132355,0.8242851
Via Revolucionaria,41.8470999,-87.6751333
Altos de Torona,41.9401048,-8.785222
Domaine Patrick Javillier,46.9824363,4.7666049
Finca Vieja,20.150519,-101.158195
Jeunesse,28.7746344,-81.357706
Lupé-Cholet,47.1337915,4.9485526
2 Lads,44.934957,-85.49338399999999
Mount Pleasant Winery,38.570493,-90.885571
Vivác Winery,36.21120130000001,-105.9100825
Gladium,49.69672,-112.816198
Truro,50.263195,-5.051041
Bodegas Navarro López,38.8324055,-3.3915928
Jaume Serra,34.0583595,-118.4148331
Domaine Verret et Fils,47.7424974,3.6482896
Debonné,41.739385,-81.006671
Middle Sister,38.50796980000001,-119.2951577
Thirsty Owl Wine Company,42.695268,-76.742662
Flying Leap,31.659015,-110.548391
Barnstormer,28.4206282,-81.5784383
Falernia,-30.0291286,-70.804406
Adirondack Winery,43.4258683,-73.71287439999999
Bowers Harbor,44.8929926,-85.51660330000001
Lobster Reef,44.2912197,-73.9848536
Millaman,-35.13426219999999,-71.29157599999999
Lookout Ridge,44.916604,-92.93220199999999
Olivier Leflaive,46.946394,4.753922999999999
Xavier Monnot,37.6675865,-77.57112099999999
Fielding Hills,47.842672,-120.0981341
Royal Tokaji,37.7387452,-97.2469637
Sheridan Vineyard,46.44688499999999,-120.2654739
Lost Canyon,35.2348012,-112.1720831
Roberts & Rogers,37.09024,-95.712891
Quivet Cellars,38.590157,-122.556074
The Foundry,39.007534,-95.68614699999999
Villa Cerna,33.658209,-117.909878
Gagliole,43.4596082,11.2544993
Guilbaud Frères,47.10729509999999,-1.3031555
Casa alle Vacche,43.5086134,11.0144199
Castello Vicchiomaggio,43.609711,11.285637
D'Argenzio,38.449053,-122.727474
Domaine du Clos du Fief,46.233482,4.715019
Domaine Philippe Delesvaux,40.7679629,-73.96360159999999
Vagnoni,43.504249,11.003236
Valle Frio,10.6660168,-71.6011941
Mount Nelson,-33.9320241,18.4116908
Sbragia,38.7204495,-122.9936779
Serdonis,33.4817779,-117.0563494
Seven Terraces,5.4192344,100.338255
Kellerei Kaltern Caldaro,46.42100720000001,11.2522537
Janzen,36.1169316,-97.1256415
Monte delle Vigne,44.7007181,10.145513
Pfendler,40.4237166,-86.9153953
Podere Guado al Melo,43.19306,10.624739
Season,36.27770350000001,-95.83061169999999
Stonestreet,38.6624821,-122.8173529
Storyteller,36.3842112,-105.5853939
Sutcliffe,39.9501851,-119.600464
Altavins,41.09095800000001,0.3201167
Tenuta Olim Bauda,44.7885637,8.3735292
Husch,39.1072827,-123.5019654
Cava Aragon,31.90639639999999,-116.6982026
Chiarello Family Vineyards,38.4020404,-122.36243
Coppo,43.731742,-79.460526
Pegasus Bay,-43.1922836,172.9931607
Hopper Creek,38.3878717,-122.3496771
David Arthur,38.4653161,-122.3457346
Domaine de la Mordorée,44.011567,4.705892
Sticks,38.0824235,-95.63371939999999
Te Awa,-39.5114355,176.9145493
Maison Jessiaume,46.9111604,4.701288
Force Majeure,40.656667,-74.008152
Sula,36.38209260000001,-97.88972360000001
Barons,32.753444,-117.222286
Côtes de Ciel,46.067488,-118.3397059
Double Canyon,46.2888257,-119.3909379
Gaja,33.74055269999999,-84.3463225
Quintessa,38.487056,-122.410424
Viberti,44.613491,7.9202628
Diamond Creek,38.562105,-122.580042
Red Car,33.8357074,-118.3160403
Sottimano,44.7125547,8.0911476
Wiston Estate Winery,50.8865062,-0.4099741
Mt. Brave,48.3588888,-113.4611111
Onesta,44.8708456,-93.39770329999999
Palmina,34.6426862,-120.4389087
Brovia,38.9263865,-94.7803326
Casa Donoso,-33.4307386,-70.6192669
Domaine de la Petite Cassagne,44.994933,1.274519
Duemani,43.37245679999999,10.56401
Domaine Chandon de Briailles,47.0611884,4.8218381
Gorman,37.2246228,-95.7070524
Coquelicot,42.0888149,-88.04557369999999
Domaine Henri Gouges,47.13746099999999,4.945819999999999
Domaine Parent,47.0085722,4.7936875
Atlas Peak,38.450743,-122.2627529
Robert Craig,38.3065663,-122.2825002
Domaine de Courcel,47.00936189999999,4.7938515
Kessler-Haak,34.6430807,-120.4352676
La Collina dei Lecci,40.0264354,-75.23215979999999
Schwarzböck,48.333741,16.401279
ZaHa,40.751033,-74.0029218
Hubert Weber,50.250614,7.3654625
Château Andron Blanquet,45.234794,-0.7874629999999999
Château Charmail,40.7684892,-73.9589049
Dancing Coyote,38.097966,-122.852221
Chamonix,45.923697,6.869433
Hamilton Russell,-34.385096,19.234828
Bastianich,40.760804,-73.98983240000001
Clos Triguedina,44.491819,1.109538
Oak Grove,39.0050073,-94.12939089999999
Pago de los Capellanes,40.020861,-105.26002
Phelps Creek,45.669992,-121.585991
Producteurs Plaimont,43.6505993,-0.1539889
Black Rock,36.0940041,-95.8676132
Bodegas Vidal Soblechero,41.4100094,-4.9046048
Pieve Santa Restituta,43.0120548,11.4521775
Hawley,46.8807932,-96.31673090000001
San Filippo di Giannelli,43.044797,11.533591
Terre Nere di Campigli - Vallone,43.0908981,11.4603894
3 Horse Ranch Vineyards,43.8359335,-116.4001215
Baron De Ley,42.421982,-2.161403
Bodega Otto Bestué,42.0718551,0.2114166
Château Carignan,44.8101959,-0.4654749
Château Suau,44.6945561,-0.3244717
PasoPort,35.5614307,-120.7423425
Peter Cellars,38.258541,-122.4494396
Sawtooth,36.096353,-80.24791599999999
Seagrape,45.5578122,-122.6621357
Le Chiuse,43.068574,11.488743
Londer,40.105509,-75.413197
Montevannos,41.7697126,-3.819299999999999
Pannier,40.52344679999999,-79.94625580000002
Casanuova delle Cerbaie,43.06151,11.472104
Casato1,-23.557838,-46.639738
Castiglion del Bosco,43.0830187,11.4206715
Cava d'Onice,43.054287,11.505783
Viñas del Cenit,41.3521628,-5.7672262
Yann Alexandre,49.1895762,3.9091196
Domaine Chandon,38.3973388,-122.3601537
Fossacolle,43.017169,11.442865
Gianni Brunelli,43.0278979,11.5178124
Altesino,43.10219319999999,11.4899236
Anthony Road,42.6951759,-76.9634789
Il Marroneto,43.0635442,11.488002
Baron Albert,48.9588208,3.2616016
Bressia,-33.1091024,-68.8979385
Terre di San Venanzio Fortunato,45.88469,12.007391
Cave de Turckheim,48.08705639999999,7.265530900000001
Cave Spring,34.1075975,-85.33634339999999
Colomé,43.2605097,-99.7152302
Dr. Leimbrock,39.141235,-78.13156699999999
Emile Leclère,49.0556472,3.9329852
Fuchs und Hase,40.7055953,-74.0139712
Goose Bay,53.3016826,-60.3260842
Inurrieta,42.453797,-1.797122
Legras & Haas,45.5426493,-122.6699191
Misty Cove,42.6462455,-84.6440175
St. Innocent,44.81100199999999,-123.0236841
Studert-Prüm,49.94123,7.046410000000001
Ca'Ronesca,46.0168329,13.4809957
Castello di Buttrio,46.01609,13.3404
Mogollon,33.3967283,-108.7942288
Von Der Leyen,50.29109039999999,7.4583334
Griffin Creek,42.2799747,-122.9071288
Dorigo,49.2641637,-123.0184468
Erste Neue,46.419262,11.252156
Fiegl,45.9809776,13.6103191
Fruscalzo,45.9885556,13.4884715
Gooseneck,30.705834,-96.352131
Domaine Le Billoud,-33.0340005,-68.77611519999999
Meran,46.6712938,11.1525179
Nathaniel Rose,45.0086614,-85.61899880000001
Petrucco,40.9646366,-73.7189108
Kris,36.2781234,-95.8326781
Domaine de l'Ecu,47.2009048,-1.3144129
Flowers,37.09024,-95.712891
Au Bon Climat,34.420988,-119.698927
Bonnet-Huteau,47.1686645,-1.3232771
Brewer-Clifton,34.64313,-120.455791
Ad Vivum,38.2027019,-97.50743779999999
Senses,40.747715,-73.98605599999999
Herdade das Servas,38.8351571,-7.682300499999999
Château de Bel-Air,34.1002455,-118.459463
Mitchelton,-36.8489939,145.0904299
Müller-Catoir,49.3612004,8.1380999
Pfeffingen,47.4586328,7.5900291
J.L. Wolf,49.4355294,8.1829238
Ökonomierat Rebholz,49.2091692,8.0507121
Château Franc-Cardinal,44.9568602,-0.0220639
Château Haut Beyzac,45.2638292,-0.8128192999999999
Vèscine,43.4852256,11.3278077
Séamus Wines,34.0735317,-84.44569609999999
Uphill Vineyards,38.39322,-120.80283
Veramar,39.117978,-77.91461500000001
Viñedo de los Vientos,31.8803865,-116.6846558
Vini,38.5434394,-121.7406352
Adega Vila Real,41.2736678,-7.718931500000001
Agustinos,41.9152366,-88.21125599999999
Arbor Bench Vineyards,47.6979279,-117.249928
Clairault,-33.7270498,115.0385416
Delibori,45.5118732,10.7612694
Feist,36.1337637,-95.9500611
Hardys,44.0529504,-121.3021598
Karah Estate,38.301893,-122.702608
Haka by Labyrinth,34.281011,-119.291221
Batič,45.927908,13.743688
Borgognot,44.6106079,7.9427122
Ca' del Baio,44.703108,8.088877
Charles Sparr,48.1644508,7.297174
Château la Coste,43.63601999999999,5.419403
Château Lagrave,43.219039,2.506936
Château le Moulin d'Ulysse,44.8057263,-0.0168254
Domaine Gérard Neumeyer,48.54353099999999,7.488347200000001
Château Terrasson,30.2185068,-95.7460274
Cleto Chiarli,37.7387452,-97.2469637
Château de Palayson,43.4550692,6.6278843
Château des Matards,45.3119389,-0.6386554
Hugel,46.493623,-80.2913669
La Montina,25.797834,-80.220511
La Valle,43.5822002,-90.1281824
Valli,42.0385399,-87.7001366
Brion,37.3834115,-121.9346904
Craggy Range,48.412144,-114.337156
Barnett,38.98753,-94.7119118
Brittan Vineyards,45.2122022,-123.1904726
Château Coutet,44.5946821,-0.3260317
Teso La Monja,35.1269071,-89.94565539999999
Bernier,42.52682799999999,-89.020929
Ricordi,42.572341,-71.8398517
Halleck,41.153294,-96.03375020000001
Henry Estate,43.3652349,-123.4703625
Ramspur,38.29069399999999,-122.31673
Aljibes,28.6249196,-106.0706542
Domaine d'Arton,43.9401218,0.6726745
Castro Martin,42.505143,-8.756801
Château Laulerie,44.892056,0.189967
Costa di Bussia,44.597179,7.962703500000001
Fowles Wine,40.727941,-73.99285499999999
Wente,37.6642501,-121.7253465
Gimenez Riili,-33.6028603,-69.2202042
Achaval-Ferrer,-33.0566629,-68.9136103
Baywood,38.963095,-76.474361
Giant Steps,41.8107621,-88.1021343
Verve,36.9762457,-122.0267225
Arns,38.5352938,-122.4683796
Jacuzzi,36.161277,-95.656409
Bodega Don Bosco,-32.9922018,-68.6805911
Cockburn's,45.0740126,-67.053185
De Faveri,43.2157963,-79.6568806
Primarius,47.63609,-122.327028
Simonsig,-33.8700592,18.8254192
Il Follo,45.8978372,12.0408228
La Gioiosa,40.7679629,-73.96360159999999
Villa Sandi,40.7679629,-73.96360159999999
Vivanco,31.7570303,-106.3429979
Joullian,36.479306,-121.7327708
Chilcas,-35.3124476,-71.4739985
Ciavolich Giuseppe,42.4018914,13.9952797
Clos des Augustins,45.840837,-74.056687
Vigne & Vini,38.50253,-122.464809
Indigené,35.6269943,-120.6897034
Niepoort,38.0724329,-122.537132
Quails' Gate,49.8427985,-119.5662884
Altamura,40.8253924,16.5527874
Pinanfarina,28.3327719,-81.50298579999999
Geyser Peak,38.6045893,-122.8723053
Tosti,27.7211075,-82.68075619999999
Red Guitar,38.5948819,-90.2374557
Peter Weber,33.78521850000001,-118.3511258
Gruppo Casaleone,45.1725945,11.1973286
Tenimenti Ca' Bianca,44.708563,8.469752
Ca'Romè,44.7124184,8.0892998
Fujishin,43.599232,-116.793756
Fire Road,37.7410212,-122.4023305
Galil Mountain,33.0783652,35.4484935
Montespina,40.82463,14.1706231
One Woman,41.0815899,-72.4248522
Vilafonté,-33.940707,18.846616
Vinyes del Terrer,41.094837,1.147509
Corley Reserve,38.3591894,-122.3106703
Cult X,33.7202112,-117.8486344
Domaine Albert Mann,48.05653900000001,7.298524
Emblem,40.7084433,-73.9436284
Greywacke,42.7403916,-73.4724423
Domaine Joël Delaunay,47.3055667,1.2942985
Duck Pond,35.9756098,-96.76385959999999
Fairsing,45.3736946,-123.123814
Finca Agostino,-33.103585,-68.671267
Graziano,41.5757392,-93.6146243
Olek Bondonio,44.7107242,8.0676808
Salvano,44.629151,8.009519
Sidecar,35.6041369,-97.5334336
Olabisi,38.5789343,-122.5795016
Roza Ridge,42.0359233,-87.86656049999999
Shaya,29.9210461,-90.0995331
Terre di Leone,45.5542616,10.9166096
Thelema,37.796519,-122.2650872
Volteo,33.320854,-111.89566
Buitenverwachting,-34.0397715,18.4228431
Ca' Rugate,45.4575419,11.300168
Denis Dutron,46.279975,4.7435065
Domaine Bernard Millot,46.9740579,4.7705095
Domaine Jean-Paul et Benoît Droin,47.8163223,3.8026625
Maculan,45.7083218,11.562282
Saddleback Cellars,38.4494551,-122.3883368
Epiphany,37.22241959999999,-95.7021199
Garcia Schwaderer,-33.4195348,-70.6007719
Poiema,42.69903499999999,-73.892211
Sauska,48.1274467,21.4081271
College Cellars,46.079951,-118.2830387
Poseidon,36.1056912,-95.97598579999999
Seven Angels,41.5450486,-73.0180866
Stapleton & Springer,39.7601463,-104.8907792
Standing Sun,34.6152277,-120.1901279
Tenuta San Leonardo,45.7044443,10.9312506
Shannon,37.09024,-95.712891
Spoto,27.884483,-82.352188
A.P. Vin,37.7600904,-122.4138317
Baily,33.5232271,-117.0825622
Castelvecchio,45.4396999,10.9877855
Cave de Ribeauvillé,48.191907,7.327089000000001
Château Vircoulon,38.9574433,-77.0837827
Child's Play,37.556289,-97.26181900000002
Domaine Charles Frey,48.322481,7.446025000000001
Domaine du Petit Clocher,47.1079181,-0.4221689
Señorío de Sarria,42.7025168,-1.8297
Standing Stone,36.4710877,-85.4160509
La Capilla,33.8345595,-118.3148309
Eleusis,38.0412749,23.5418125
Vina Robles,35.6462671,-120.6305511
Langtry,29.8085582,-101.5596817
Leth,29.870585,-81.3454879
Maior de Mendoza,42.61463699999999,-8.759989
Palazzo,37.09024,-95.712891
Patterson,37.09024,-95.712891
Pietroso,43.0519715,11.4805573
Radius,38.405485,-96.181319
San Giacomo,38.2579403,-122.4587677
Château Bibian,45.10275679999999,-0.7803909
Il Poggiolo,41.8014212,-87.928816
La Rasina,43.05233459999999,11.5219029
Zarate,37.09024,-95.712891
Eleven,36.3817069,-94.2031628
Elsom Cellars,47.5759272,-122.3281205
Fayolle Fils & Fille,45.5283778,-73.65347129999999
Jean Daneel,-34.4766816,19.9051031
La Rochelle,46.160329,-1.151139
Kirchmayr,39.4528799,-76.6384403
Maggy Hawk,39.1353175,-123.5366237
Domaine du Grand Montmirail,44.1465968,5.0373206
Cellers Sant Rafel,41.1359228,0.8546887
XYZin,38.71544799999999,-122.923078
Elements of Sonoma,38.2920023,-122.4586078
Forchini,38.67695,-122.9359251
Gallo Family Vineyards,37.09024,-95.712891
Marc Kreydenweiss,48.3883515,7.415519799999999
Blandy's,39.063965,-78.06519899999999
Ca' del Solo,34.1441219,-118.3612333
Trentadue,38.6793659,-122.8728644
Scala Dei,41.2569956,0.8100594999999999
Plaisir De Merle,-33.842482,18.9582205
Havana Hills,44.1029622,-93.1662928
Mas Nicolas,25.737752,-100.323494
Mendocino Gold,39.3048472,-123.8008221
New World,36.0877711,-95.86146219999999
Niel Joubert,-33.831238,18.901033
Perry Creek,42.5325844,-96.41316619999999
Imagery,38.3599724,-122.503722
Redwood,37.48521520000001,-122.2363548
Bodegas Concavins,41.1156059,1.2188516
Wild Pig,31.842269,-96.80372
CarlindePaolo,44.8422,8.033773
Cascina Radice,45.5151981,8.927485899999999
Clos Pons,41.41943699999999,0.755096
Coleccion Privada,31.6885338,-106.3837466
Domaine Gueguen,47.7585229,3.7577825
J. Bouchon,34.4239548,-119.7058584
La Spinetta,44.7408899,8.16195
Pietro Rinaldi,44.6766462,8.0652309
Bridgeview,41.7500323,-87.80422159999999
Kalbarri,-27.720376,114.162514
Harveys,37.09024,-95.712891
Snake River,44.6174396,-114.6472802
Celler La Bollidora,41.119626,0.4099227
Pacific Oasis,42.1761212,-122.6613661
Panthea,39.124641,-123.512753
LaStella,35.777587,-78.6390645
Lucien Lardy,46.18886699999999,4.719101999999999
Barone Pizzini,45.633689,10.020441
Jean Laurent,40.7447389,-74.028679
Louis Roederer,39.108426,-123.49712
A.R. Lenoble ,49.0721622,3.8778261
Corte Moschina,45.4731598,11.3072291
McEvoy Ranch,38.1616669,-122.6753632
Mercy,37.037213,-94.5092657
Metz Road,40.8712439,-80.670198
Tenuta di Trecciano,43.28471649999999,11.212047
Textbook,35.6566436,-97.4753159
Banfi,42.4464908,-76.48222620000001
Bellini,40.7845765,-73.97319259999999
Aia Vecchia,44.00192029999999,10.9056632
Atmosphere,36.0628984,-94.1708541
Cipriana,33.7589971,-78.81116449999999
Eucaliptus,-17.5982518,-67.5082709
Château de Minière,47.285203,0.2578406
Château La Rame,35.071593,-88.55469699999999
Pascal & Nicolas Reverdy,33.5059185,-117.6570674
Chrysorroyiatissa,34.9098842,32.6186489
Frank Cornelissen,37.873602,15.034682
Yali,37.8734495,-122.2663935
Dutch Bill Creek,38.4513065,-123.000447
Heavenly Retreat,35.7939363,-83.48865049999999
Protopapas,38.8846377,-77.3815144
San Giuseppe,40.754055,-74.03289199999999
Zenaida Cellars,35.5819395,-120.7195024
Calama,-22.4543923,-68.9293819
Pepperwood Grove,39.05806,-122.78028
Viña Casas del Bosque,-33.3174912,-71.4349889
La Palma,33.8463218,-118.0461393
MacMurray Ranch,38.5219387,-122.897256
Bartenura,40.2138666,-74.754239
Quinta da Aveleda,41.2075871,-8.3082161
Domaine Michel Fonne,48.1443178,7.3249973
Freja,45.4002287,-123.0191681
Gino Fasoli,44.1028678,-69.109208
Miklus,41.514634,-81.43917499999999
Nga Waka,-41.2101153,175.4562062
North 42 Degrees,41.986108,-82.91919
Schlumberger Wein- und Sektkellerei,48.2375741,16.3575776
Shooting Star,37.8009607,-122.2701075
Wilderotter,38.492227,-120.823887
Yamhill Valley,45.1771983,-123.2395303
Borgoluce,38.2966196,-122.2917645
Althéa,45.414232,-71.960315
eco.love,43.2022261,-79.2253223
